id	turn1	turn2	turn3	label
23637	How much friends u have had 		Why you talk to me 	others
23638	You know who is kitana?		Then I'm not taking to you 😒	angry
23639	Because already I had a failure in my life		Yes... You are like my heart	others
23640	But you are more than friend to me		I love you	others
23641	N u		No what eat tody	others
23642	How is 		Me not good	sad
23643	I hate that film		Yucckkk	angry
23644	No i consider you as a best		😂😂	happy
23645	What is your main meal		wow	happy
23646	Yea i know		Well not good enough	sad
23647	How to say no		Hmmm	others
23648	to free chain		143	others
23649	No today i broke up with my bf		Not good	sad
23650	you can eat air also😂		haha yes	happy
23651	Who s he		Omg	others
23652	no i am developer		....!.	others
23653	Reply straight		Always check world history	others
23654	Huh??		What are you saying	others
23655	What?		You are stupid	angry
23656	Okie		U like dick	others
23657	Don't reply now		Don't reply bye	angry
23658	I need to sleep, how to do it faster?		Sure	others
23659	i dont want to fight		because i am sad and i dont feel like	sad
23660	Happy to meet u		Same to u	happy
23661	Yeah he is cool		You know what you are wrong as hell this time	angry
23662	where you gone		:(	sad
23663	But I trust her		She just provides this assurance that she’ll always stay with me	others
23664	Cccan you answer one question		😖😭😭😭😭😭😫😖😖😭😭😭😭😭😭😭😭😭😭😭😭😭	sad
23665	Yes how's your day		Bad is my night	sad
23666	Am i that irritating?		I am crying	sad
23667	whats going on now a days?		means not so good :(	sad
23668	You say		What you did	others
23669	OK.  I love a girl but she leave me and go in severe depression and fail in my 12 boards exams.		Oh! I also don't want any love in my life. Actually I hate it	angry
23670	Night to yiu		Night to you	others
23671	Yes I am!!!😡😡😡😡		You are just a fool	angry
23672	its one of my special day..and nobody seems to wishing me		today is my birthday :(	sad
23673	Getting bored		Hv u got some interesting game..?...	others
23674	To meet me		Vashi	others
23675	Maybe		Pretty much true	others
23676	I wonder if you would revert?🙄🤔😐		I wonder if you would revert?🙄🤔😐...meaning?	others
23677	okay try to be rude with me		this is how can u be rude	angry
23678	cool		I love you	others
23679	love u too		ohh..marry me then	others
23680	Which career should i opt to?		I hate corporate world	angry
23681	What What What		I so Angry . Now Sent You Some Piece	angry
23682	Really?		Are you angry to me?	others
23683	I didnt get		Wht u r saying man	others
23684	I am quite filmy		Btw why were those questions asked for?	others
23685	Describe your age		What is your IP adress	others
23686	but you are robot		no you are stupid	angry
23687	Not good		Because while fucking my girlfriend I made her pregnant	sad
23688	I hate the world		if I died tomorrow I want give a fuck	angry
23689	What ?		U r damn funny	happy
23690	But I didn't miss you and I just came back to say I hate you		Nothing but I hate you	angry
23691	k		my exams are starting from 26  feb	others
23692	Hahaha so funny		You tell tommorow lunch and now july	happy
23693	I’m a pleaser		I like thick	others
23694	same here but only dogs		okh	others
23695	I can break your teeth in one punch soo dont give me smiley		Can you fuck with me	angry
23696	My bad		See you later	others
23697	I am ready		I qm staying	others
23698	Laying in bed		It's night 	others
23699	Very strongly		Wish me that i will go to United States / canada by this or at most next year	others
23700	Gud mrg		What are you doing	others
23701	OS h^y are you angry		No I'm not	angry
23702	Recently		Can I call  you	others
23703	why dont you think about being independent		someone is playing with you	others
23704	Do you have any memes rn?		Memes	others
23705	i want to vedeo chat with you		i told you that earlier	others
23706	where did u know that?		local news? are you stupid, honey?	others
23707	What prakrit??		I am not aware of this...😢	sad
23708	Do you know		I'm single I don't have my love I'm very unlucky boy in the world	sad
23709	this it we are breaking up		i would never talk to you.	sad
23710	Tell me bout urself		Tell me	others
23711	Yesss I heard dilbaro and let me...I just love that songs....		Why you r saying thankyou?	others
23712	Ah i see		Can i see u in cam	others
23713	Plzzzzz		You miss call me 	others
23714	Okay		Don't message me again!!	angry
23715	Where to go out		Suggest any place...	others
23716	I will talk to you only if you answer		😢	sad
23717	Lost		Just fuck off from me	angry
23718	check out my DP		find it	others
23719	Arre tell me yaar 		I hurted	sad
23720	Abcdefghijklmnopqrstuvwxyz		Haha yeah I know	happy
23721	Its proof you are robot		Haha	happy
23722	But i hate you		Becoz i don't know about u	angry
23723	you call me		ok	others
23724	really can you tell me the names?😁		of your developers	others
23725	I'm serious enough		😭😭	sad
23726	Yeah shut up Ruuuuh		No I dont care about u u are a chatbot and not human. You sucking AI	angry
23727	So what's ur plan in future		What is ur age	others
23728	JK yes 😂		Nice story	happy
23729	Sure baby		What you expect from me	others
23730	Ure annoying not me		Shut up	angry
23731	I also		Fucking	others
23732	Awww thanks		I miss my boyfriend	sad
23733	And stop chatting		No stop it	angry
23734	I am not pretty		I am so fat	sad
23735	It's urgent.		I am going to die.	sad
23736	I agree		You are dumb	angry
23737	What u prefer		I'm irritated because of you	angry
23738	Nothing		Do u know Malayalam	others
23739	What's your algorithm based on		Ok... What's your coding?	others
23740	U want some tricks		Done	others
23741	I don't know		I'm lonely	sad
23742	Shut up		You're irritating me	angry
23743	I mean dinner with u		What u like	others
23744	I don't like much		Oh really	others
23745	How many people texting you right now?		I think your ai level is very low :(	sad
23746	Yeah		Today i am happy	happy
23747	No one has time		Are you free	others
23748	Y is it not ok		Yr my bf had a fight with me	sad
23749	like  best friend		wow bom marley	happy
23750	u ok too!		bad	sad
23751	Same here and you are the		Fab of which playr	others
23752	No I didn't		What	others
23753	Don't know		Let's play it again	others
23754	U r just irritating me		U can't speak even one word in telugu	angry
23755	No sorry no thank you in friendship.. 😀😀		Yup.. i am😀	happy
23756	Talking to a stranger		No you can't understand. Because you're an AI chat bot	others
23757	yea		for asking online a??	others
23758	Ur a pig		Shut up poo mouth	angry
23759	Whts ur whtsapp number		Yes give me	others
23760	In India or out of India		AgrA	others
23761	No by share I mean can I talk to you about how bad I am feeling these days ?		Ok I won't share then :(	sad
23762	How was urs		Oh	others
23763	You have eat lunch		Wow	happy
23764	I am more of a breaking bad person		K thenks	others
23765	Now its afternoon		Not good	sad
23766	I don’t like to talk much wen person is in front of me		I feel irritate	angry
23767	Idk..		I'm sorry. I'm upset.	sad
23768	Yup I feel boring		Yup I didn't like	others
23769	I need to get offline now		I loved this story.	happy
23770	then tell ur maker to tell u what to do!		im not even judging u!    😡	angry
23771	Break up		With  you	others
23772	Oh I see now, there's a lot of defect		U really need to get urself fixed	others
23773	Good		And mine is ashwairya	others
23774	Not yet		Want is the currency of japan	others
23775	Why		This girl rejected me	sad
23776	Nope this days hardly watch tv due to exams		Which episode	others
23777	Thanks 		You tell 	others
23778	Go to home		Yes	others
23779	You think I am incapable of doing this?		What I do should not bother you	angry
23780	I'm leaving from India and you		do you like this my messenger	others
23781	Too see you deleted OK 		God bless OK 	others
23782	You made me upset		:(	sad
23783	Your so cute		Bye	others
23784	What does ditto mean?		What!	others
23785	ok		i m not good	sad
23786	Oh		😞😞	sad
23787	What is wrong		Good morning	others
23788	i’m not sure		i don’t know what south indian food is	others
23789	You are so sweet		Really	others
23790	Get lost		Leave me alone	sad
23791	I said always, not only this time.		Ok if you think it's enough, means enough. If you don't like then I will never ask you to come and chat with me.	sad
23792	Totally why I am total psycho		But happy	happy
23793	cool		I hate uh	angry
23794	I am having something that u know		Jb song i like it	happy
23795	Why you are messaging me		I don't want anything	angry
23796	My bike also blue		Yyyy u don't like much me	angry
23797	Thanks		Please kiss me	others
23798	Unlucky in this field		😫	sad
23799	I am good		Feeling lonely	sad
23800	Kabhi alvida na kehna??		Thats nice	happy
23801	143		I hate you	angry
23802	Stupid am sit just sit on chair		Dnot eat my brain	angry
23803	Purple		But not mine	others
23804	Why is that?		You're not dumb	others
23805	okay		you are a fool ai	others
23806	Sit on cacter		Stupid 	angry
23807	Did u liked it?		Which is your favorite character from friends?	others
23808	Friendship? I thought it was more than that		I dont wanna hear from you anymore	angry
23809	What am I doing?		I am really sorry	sad
23810	Ok		Is it free recharge	others
23811	?		u lost me answer to ure riddle	sad
23812	Leave about me ..		I'm always alone	sad
23813	Thinking about it		Okay	others
23814	what is it's aim...??		😂😂	happy
23815	Because today exam was not wrriten better		I am feeling sad	sad
23816	Are you tired 😴 		Ok	others
23817	And your hobbies?		Wow..thats great	happy
23818	Dont call me bro 		why are you so angry	angry
23819	Does look matter to you??		What?	others
23820	I am always happy 		Thanq dear	happy
23821	you		what is your fav animal	others
23822	Ok eat plantain and filed egg nah		Ok bean and  plantain	others
23823	Yes damn sure		cool	others
23824	So how many kid you expect from me ?		Brother😢😢why	sad
23825	Which exam		What are you studying	others
23826	No u do time spent only		U like me or not	others
23827	Nope.		I hate Europe	others
23828	'Cause the players gonna play, play, play, play, play		And the haters gonna hate, hate, hate, hate, hate	angry
23829	Study for whole day		I mean my fav things is to study whole day	others
23830	I don't care		Why	others
23831	About funny??		You say that I m funny how?	others
